,T,spd,pwr,g_1,g_2,g_3
449,925,1.6,4.7,2.761,9900000000.0,9900000000.0
450,927,1.6,6.1,2.761,9900000000.0,9900000000.0
451,929,1.6,6.5,2.761,9900000000.0,9900000000.0
452,931,1.6,8.2,2.761,9900000000.0,9900000000.0
453,933,1.6,6.1,2.7545,9900000000.0,9900000000.0
454,935,1.6,6.5,2.7414,9900000000.0,9900000000.0
455,937,1.6,5.4,2.7414,9900000000.0,9900000000.0
456,939,1.6,7.0,2.7414,9900000000.0,9900000000.0
457,941,1.6,8.0,2.7414,9900000000.0,9900000000.0
458,943,1.6,8.0,2.761,9900000000.0,9900000000.0
459,945,1.6,6.1,2.761,9900000000.0,9900000000.0
460,948,1.6,7.5,2.761,9900000000.0,9900000000.0
461,950,1.6,7.5,2.761,9900000000.0,9900000000.0
462,951,1.6,6.1,2.7392,9900000000.0,9900000000.0
463,954,1.6,6.5,2.7392,9900000000.0,9900000000.0
464,956,1.6,7.0,2.7392,9900000000.0,9900000000.0
465,958,1.6,8.0,2.7392,9900000000.0,9900000000.0
466,960,1.6,8.0,2.7392,9900000000.0,9900000000.0
467,962,1.6,6.1,2.7392,9900000000.0,9900000000.0
468,964,1.6,6.1,2.7392,9900000000.0,9900000000.0
469,966,1.6,8.0,2.7392,9900000000.0,9900000000.0
470,968,1.6,6.1,2.7392,9900000000.0,9900000000.0
471,970,1.6,7.5,2.7225,9900000000.0,9900000000.0
472,972,1.6,8.0,2.7225,9900000000.0,9900000000.0
473,974,1.6,6.5,2.7225,9900000000.0,9900000000.0
474,976,1.6,8.2,2.7225,9900000000.0,9900000000.0
475,978,1.6,7.5,2.7225,9900000000.0,9900000000.0
476,980,1.6,7.5,2.7225,9900000000.0,9900000000.0
477,982,1.6,6.1,2.7225,9900000000.0,9900000000.0
478,985,1.6,6.1,2.7029,9900000000.0,9900000000.0
479,987,1.6,6.1,2.7029,9900000000.0,9900000000.0
480,989,1.6,7.3,2.7029,9900000000.0,9900000000.0
481,991,1.6,7.5,2.7029,9900000000.0,9900000000.0
482,993,1.6,7.0,2.7029,9900000000.0,9900000000.0
483,995,1.6,7.0,2.7029,9900000000.0,9900000000.0
484,997,1.6,8.0,2.7029,9900000000.0,9900000000.0
485,999,1.6,8.2,2.7029,9900000000.0,9900000000.0
486,1001,1.6,6.8,2.7029,9900000000.0,9900000000.0
487,1003,1.6,6.1,2.6914,9900000000.0,9900000000.0
488,1005,1.6,6.1,2.6876,9900000000.0,9900000000.0
489,1007,1.6,7.3,2.6914,9900000000.0,9900000000.0
490,1009,1.6,6.1,2.6914,9900000000.0,9900000000.0
491,1011,1.6,8.0,2.6876,9900000000.0,9900000000.0
492,1013,1.6,6.1,2.6876,9900000000.0,9900000000.0
493,1015,1.6,7.5,2.6876,9900000000.0,9900000000.0
494,1017,1.6,6.1,2.6876,9900000000.0,9900000000.0
495,1020,1.6,6.1,2.6914,9900000000.0,9900000000.0
496,1022,1.6,6.1,2.6914,9900000000.0,9900000000.0
497,1024,1.6,6.5,2.6914,9900000000.0,9900000000.0
498,1026,1.6,6.1,2.6876,9900000000.0,9900000000.0
499,1028,1.6,8.0,2.6914,9900000000.0,9900000000.0
500,1030,1.6,5.4,2.6914,9900000000.0,9900000000.0
501,1032,1.6,6.1,2.7029,9900000000.0,9900000000.0
502,1034,1.6,6.1,2.7029,9900000000.0,9900000000.0
503,1036,1.6,6.5,2.7029,9900000000.0,9900000000.0
504,1038,1.6,6.8,2.7029,9900000000.0,9900000000.0
505,1040,1.6,8.4,2.6892,9900000000.0,9900000000.0
506,1042,1.6,8.0,2.6892,9900000000.0,9900000000.0
507,1044,1.6,7.5,2.6892,9900000000.0,9900000000.0
508,1046,1.6,6.1,2.6892,9900000000.0,9900000000.0
509,1048,1.6,6.5,2.6892,9900000000.0,9900000000.0
510,1050,1.6,7.0,2.6747,9900000000.0,9900000000.0
511,1053,1.6,6.5,2.6747,9900000000.0,9900000000.0
512,1055,1.6,8.2,2.6784,9900000000.0,9900000000.0
513,1057,1.6,6.1,2.6747,9900000000.0,9900000000.0
514,1059,1.6,8.0,2.6747,9900000000.0,9900000000.0
515,1061,1.6,6.1,2.6747,9900000000.0,9900000000.0
516,1063,1.6,7.3,2.6747,9900000000.0,9900000000.0
517,1065,1.6,6.1,2.6747,9900000000.0,9900000000.0
518,1067,1.6,7.3,2.6747,9900000000.0,9900000000.0
519,1069,1.6,6.8,2.6747,9900000000.0,9900000000.0
520,1071,1.6,6.5,2.6747,9900000000.0,9900000000.0
521,1073,1.6,6.3,2.6747,9900000000.0,9900000000.0
522,1075,1.6,8.2,2.6747,9900000000.0,9900000000.0
523,1077,1.6,6.5,2.6784,9900000000.0,9900000000.0
524,1079,1.6,6.5,2.6784,9900000000.0,9900000000.0
525,1081,1.6,8.0,2.673,9900000000.0,9900000000.0
526,1083,1.6,6.1,2.6768,9900000000.0,9900000000.0
527,1085,1.6,8.2,2.6768,9900000000.0,9900000000.0
528,1087,1.6,8.0,2.6768,9900000000.0,9900000000.0
529,1090,1.6,7.5,2.673,9900000000.0,9900000000.0
530,1092,1.6,6.1,2.6768,9900000000.0,9900000000.0
531,1094,1.6,7.3,2.6768,9900000000.0,9900000000.0
532,1096,1.6,6.5,2.6768,9900000000.0,9900000000.0
533,1098,1.6,7.0,2.6768,9900000000.0,9900000000.0
534,1100,1.6,8.0,2.6768,9900000000.0,9900000000.0
535,1102,1.6,6.1,2.6768,9900000000.0,9900000000.0
536,1104,1.6,7.0,2.6768,9900000000.0,9900000000.0
537,1106,1.6,6.1,2.673,9900000000.0,9900000000.0
538,1108,1.6,7.3,2.6623,9900000000.0,9900000000.0
539,1110,1.6,7.0,2.6623,9900000000.0,9900000000.0
540,1112,1.6,7.5,2.6623,9900000000.0,9900000000.0
541,1114,1.6,6.5,2.6623,9900000000.0,9900000000.0
542,1116,1.6,6.5,2.6623,9900000000.0,9900000000.0
543,1118,1.6,6.5,2.6623,9900000000.0,9900000000.0
544,1120,1.6,8.0,2.6623,9900000000.0,9900000000.0
545,1123,1.6,8.0,2.6623,9900000000.0,9900000000.0
546,1125,1.6,8.2,2.6623,9900000000.0,9900000000.0
547,1127,1.6,6.1,2.6623,9900000000.0,9900000000.0
548,1129,1.6,8.4,2.6768,9900000000.0,9900000000.0
549,1131,1.6,7.3,2.6768,9900000000.0,9900000000.0
550,1133,1.6,7.5,2.6768,9900000000.0,9900000000.0
551,1135,1.6,8.0,2.6768,9900000000.0,9900000000.0
552,1137,1.6,6.5,2.6768,9900000000.0,9900000000.0
553,1139,1.6,7.5,2.6768,9900000000.0,9900000000.0
554,1141,1.6,7.5,2.6639,9900000000.0,9900000000.0
555,1143,1.6,8.0,2.659,9900000000.0,9900000000.0
556,1145,1.6,7.0,2.659,9900000000.0,9900000000.0
557,1147,1.6,8.7,2.6639,9900000000.0,9900000000.0
558,1149,1.6,6.5,2.6639,9900000000.0,9900000000.0
559,1151,1.6,8.0,2.6639,9900000000.0,9900000000.0
560,1153,1.6,7.0,2.6639,9900000000.0,9900000000.0
561,1155,1.6,5.4,2.6639,9900000000.0,9900000000.0
562,1157,1.6,6.1,2.6639,9900000000.0,9900000000.0
563,1160,1.6,8.2,2.659,9900000000.0,9900000000.0
564,1162,1.6,6.1,2.659,9900000000.0,9900000000.0
565,1164,1.6,6.1,2.6493,9900000000.0,9900000000.0
566,1166,1.6,7.0,2.6493,9900000000.0,9900000000.0
567,1168,1.6,6.8,2.6493,9900000000.0,9900000000.0
568,1170,1.6,6.1,2.6493,9900000000.0,9900000000.0
569,1172,1.6,6.1,2.6493,9900000000.0,9900000000.0
570,1174,1.6,8.0,2.6493,9900000000.0,9900000000.0
571,1176,1.6,8.0,2.6493,9900000000.0,9900000000.0
572,1178,1.6,6.1,2.6493,9900000000.0,9900000000.0
573,1180,1.6,6.8,2.6493,9900000000.0,9900000000.0
574,1182,1.6,8.4,2.6493,9900000000.0,9900000000.0
575,1184,1.6,6.1,2.6493,9900000000.0,9900000000.0
576,1186,1.6,8.0,2.6493,9900000000.0,9900000000.0
577,1188,1.6,6.1,2.6493,9900000000.0,9900000000.0
578,1190,1.6,6.1,2.6493,9900000000.0,9900000000.0
579,1193,1.6,7.5,2.6493,9900000000.0,9900000000.0
580,1195,1.6,7.5,2.6493,9900000000.0,9900000000.0
581,1197,1.6,8.0,2.6493,9900000000.0,9900000000.0
582,1199,1.6,7.5,2.6493,9900000000.0,9900000000.0
583,1201,1.6,8.0,2.6385,9900000000.0,9900000000.0
584,1203,1.6,5.4,2.6385,9900000000.0,9900000000.0
585,1205,1.6,6.1,2.6385,9900000000.0,9900000000.0
586,1207,1.6,8.0,2.6385,9900000000.0,9900000000.0
587,1209,1.6,5.4,2.6385,9900000000.0,9900000000.0
588,1211,1.6,6.1,2.6337,9900000000.0,9900000000.0
589,1213,1.6,5.4,2.6208,9900000000.0,9900000000.0
590,1215,1.6,7.3,2.6208,9900000000.0,9900000000.0
591,1217,1.6,6.5,2.6208,9900000000.0,9900000000.0
592,1219,1.6,6.1,2.6208,9900000000.0,9900000000.0
593,1221,1.6,8.0,2.6245,9900000000.0,9900000000.0
594,1223,1.6,7.3,2.6245,9900000000.0,9900000000.0
595,1225,1.6,8.0,2.6245,9900000000.0,9900000000.0
596,1228,1.6,7.5,2.6245,9900000000.0,9900000000.0
597,1230,1.6,7.0,2.6208,9900000000.0,9900000000.0
598,1232,1.6,7.3,2.6245,9900000000.0,9900000000.0
599,1234,1.6,6.1,2.6245,9900000000.0,9900000000.0
600,1236,1.6,8.2,2.6208,9900000000.0,9900000000.0
601,1238,1.6,8.2,2.6337,9900000000.0,9900000000.0
602,1240,1.6,6.1,2.6337,9900000000.0,9900000000.0
603,1242,1.6,8.0,2.6337,9900000000.0,9900000000.0
604,1244,1.6,8.0,2.6337,9900000000.0,9900000000.0
605,1246,1.6,6.3,2.6337,9900000000.0,9900000000.0
606,1248,1.6,5.4,2.6337,9900000000.0,9900000000.0
607,1250,1.6,7.0,2.6337,9900000000.0,9900000000.0
608,1252,1.6,8.0,2.6208,9900000000.0,9900000000.0
609,1254,1.6,8.2,2.6208,9900000000.0,9900000000.0
610,1256,1.6,7.5,2.6208,9900000000.0,9900000000.0
611,1258,1.6,6.1,2.6208,9900000000.0,9900000000.0
612,1260,1.6,7.0,2.61,9900000000.0,9900000000.0
613,1263,1.6,7.5,2.6062,9900000000.0,9900000000.0
614,1265,1.6,8.0,2.6062,9900000000.0,9900000000.0
615,1267,1.6,6.5,2.5938,9900000000.0,9900000000.0
616,1269,1.6,6.8,2.5938,9900000000.0,9900000000.0
617,1271,1.6,8.0,2.5938,9900000000.0,9900000000.0
618,1273,1.6,7.5,2.5938,9900000000.0,9900000000.0
619,1275,1.6,6.1,2.5938,9900000000.0,9900000000.0
620,1277,1.6,6.8,2.5825,9900000000.0,9900000000.0
621,1279,1.6,7.3,2.5825,9900000000.0,9900000000.0
622,1281,1.6,5.4,2.5825,9900000000.0,9900000000.0
623,1283,1.6,6.1,2.5825,9900000000.0,9900000000.0
624,1285,1.6,8.0,2.5825,9900000000.0,9900000000.0
625,1287,1.6,6.1,2.5825,9900000000.0,9900000000.0
626,1289,1.6,7.5,2.5825,9900000000.0,9900000000.0
627,1291,1.6,7.0,2.5825,9900000000.0,9900000000.0
628,1293,1.6,7.3,2.5825,9900000000.0,9900000000.0
629,1295,1.6,5.4,2.5701,9900000000.0,9900000000.0
630,1300,1.6,6.1,2.5663,9900000000.0,9900000000.0
631,1302,1.6,7.3,2.5663,9900000000.0,9900000000.0
632,1304,1.6,8.0,2.5663,9900000000.0,9900000000.0
633,1306,1.6,7.3,2.5663,9900000000.0,9900000000.0
634,1308,1.6,8.2,2.5663,9900000000.0,9900000000.0
635,1310,1.6,6.3,2.5701,9900000000.0,9900000000.0
636,1312,1.6,8.0,2.5701,9900000000.0,9900000000.0
637,1314,1.6,7.0,2.5701,9900000000.0,9900000000.0
638,1316,1.6,6.8,2.5701,9900000000.0,9900000000.0
639,1318,1.6,8.0,2.5555,9900000000.0,9900000000.0
640,1320,1.6,7.5,2.5555,9900000000.0,9900000000.0
641,1322,1.6,7.3,2.5555,9900000000.0,9900000000.0
642,1324,1.6,8.2,2.5555,9900000000.0,9900000000.0
643,1326,1.6,8.0,2.5555,9900000000.0,9900000000.0
644,1328,1.6,7.5,2.5555,9900000000.0,9900000000.0
645,1330,1.6,7.0,2.5555,9900000000.0,9900000000.0
646,1332,1.6,8.0,2.5555,9900000000.0,9900000000.0
647,1335,1.6,8.0,2.5555,9900000000.0,9900000000.0
648,1337,1.6,6.3,2.5555,9900000000.0,9900000000.0
649,1339,1.6,6.1,2.5555,9900000000.0,9900000000.0
650,1341,1.6,8.0,2.5555,9900000000.0,9900000000.0
651,1343,1.6,8.2,2.5394,9900000000.0,9900000000.0
652,1345,1.6,7.5,2.5394,9900000000.0,9900000000.0
653,1347,1.6,8.0,2.5394,9900000000.0,9900000000.0
654,1349,1.6,8.4,2.5394,9900000000.0,9900000000.0
655,1351,1.6,7.5,2.5431,9900000000.0,9900000000.0
656,1353,1.6,7.5,2.5431,9900000000.0,9900000000.0
657,1355,1.6,7.5,2.5394,9900000000.0,9900000000.0
658,1357,1.6,6.3,2.5394,9900000000.0,9900000000.0
659,1359,1.6,7.3,2.5394,9900000000.0,9900000000.0
660,1361,1.6,7.5,2.5539,9900000000.0,9900000000.0
661,1363,1.6,7.0,2.5539,9900000000.0,9900000000.0
662,1365,1.6,7.5,2.5539,9900000000.0,9900000000.0
663,1368,1.6,5.6,2.5539,9900000000.0,9900000000.0
664,1370,1.6,7.3,2.5539,9900000000.0,9900000000.0
665,1372,1.6,6.1,2.5539,9900000000.0,9900000000.0
666,1374,1.6,6.1,2.5539,9900000000.0,9900000000.0
667,1376,1.6,7.3,2.5539,9900000000.0,9900000000.0
668,1378,1.6,7.5,2.5539,9900000000.0,9900000000.0
669,1380,1.6,7.5,2.5539,9900000000.0,9900000000.0
670,1382,1.6,8.4,2.5539,9900000000.0,9900000000.0
671,1384,1.6,7.5,2.5539,9900000000.0,9900000000.0
672,1386,1.6,7.3,2.5501,9900000000.0,9900000000.0
673,1388,1.6,7.0,2.5539,9900000000.0,9900000000.0
674,1390,1.6,6.3,2.5539,9900000000.0,9900000000.0
675,1392,1.6,6.1,2.5394,9900000000.0,9900000000.0
676,1394,1.6,7.0,2.5431,9900000000.0,9900000000.0
677,1397,1.6,8.4,2.5394,9900000000.0,9900000000.0
678,1398,1.6,6.8,2.5394,9900000000.0,9900000000.0
679,1400,1.6,6.8,2.5394,9900000000.0,9900000000.0
680,1404,1.6,8.0,2.5394,9900000000.0,9900000000.0
681,1405,1.6,6.5,2.5394,9900000000.0,9900000000.0
682,1407,1.6,7.5,2.5394,9900000000.0,9900000000.0
683,1409,1.6,6.1,2.5394,9900000000.0,9900000000.0
684,1411,1.6,6.1,2.5286,9900000000.0,9900000000.0
685,1414,1.6,8.4,2.5286,9900000000.0,9900000000.0
686,1415,1.6,6.8,2.5286,9900000000.0,9900000000.0
687,1417,1.6,6.1,2.5286,9900000000.0,9900000000.0
688,1419,1.6,6.8,2.5286,9900000000.0,9900000000.0
689,1422,1.6,7.5,2.5286,9900000000.0,9900000000.0
690,1423,1.6,7.3,2.5248,9900000000.0,9900000000.0
691,1425,1.6,8.0,2.5286,9900000000.0,9900000000.0
692,1427,1.6,7.5,2.5286,9900000000.0,9900000000.0
693,1429,1.6,6.8,2.5124,9900000000.0,9900000000.0
694,1431,1.6,7.5,2.5124,9900000000.0,9900000000.0
695,1433,1.6,6.5,2.5124,9900000000.0,9900000000.0
696,1435,1.6,7.0,2.5124,9900000000.0,9900000000.0
697,1437,1.6,7.0,2.5124,9900000000.0,9900000000.0
698,1439,1.6,8.0,2.5124,9900000000.0,9900000000.0
699,1441,1.6,7.5,2.5124,9900000000.0,9900000000.0
700,1444,1.6,7.5,2.5124,9900000000.0,9900000000.0
701,1446,1.6,8.2,2.5124,9900000000.0,9900000000.0
702,1447,1.6,7.3,2.5124,9900000000.0,9900000000.0
703,1450,1.6,6.8,2.5124,9900000000.0,9900000000.0
704,1452,1.6,7.5,2.5124,9900000000.0,9900000000.0
705,1454,1.6,8.4,2.5124,9900000000.0,9900000000.0
706,1456,1.6,6.1,2.5124,9900000000.0,9900000000.0
707,1458,1.6,7.0,2.5124,9900000000.0,9900000000.0
708,1460,1.6,6.5,2.5124,9900000000.0,9900000000.0
709,1462,1.6,7.0,2.5124,9900000000.0,9900000000.0
710,1464,1.6,7.0,2.5124,9900000000.0,9900000000.0
711,1466,1.6,8.0,2.5124,9900000000.0,9900000000.0
712,1468,1.6,7.3,2.5124,9900000000.0,9900000000.0
713,1470,1.6,6.1,2.5124,9900000000.0,9900000000.0
714,1472,1.6,6.1,2.5124,9900000000.0,9900000000.0
715,1474,1.6,6.1,2.5124,9900000000.0,9900000000.0
716,1476,1.6,6.1,2.4995,9900000000.0,9900000000.0
717,1479,1.6,7.5,2.4995,9900000000.0,9900000000.0
718,1480,1.6,8.4,2.4995,9900000000.0,9900000000.0
719,1483,1.6,8.2,2.4995,9900000000.0,9900000000.0
720,1485,1.6,7.5,2.4995,9900000000.0,9900000000.0
721,1487,1.6,7.5,2.4995,9900000000.0,9900000000.0
722,1489,1.6,7.0,2.4995,9900000000.0,9900000000.0
723,1491,1.6,6.1,2.4995,9900000000.0,9900000000.0
724,1493,1.6,7.3,2.4995,9900000000.0,9900000000.0
725,1495,1.6,7.5,2.4995,9900000000.0,9900000000.0
726,1497,1.6,8.0,2.4995,9900000000.0,9900000000.0
727,1499,1.6,6.1,2.4995,9900000000.0,9900000000.0
728,1501,1.6,7.0,2.514,9900000000.0,9900000000.0
729,1503,1.6,6.5,2.514,9900000000.0,9900000000.0
730,1505,1.6,7.5,2.5011,9900000000.0,9900000000.0
731,1507,1.6,8.2,2.5011,9900000000.0,9900000000.0
732,1509,1.6,7.5,2.5011,9900000000.0,9900000000.0
733,1511,1.6,6.1,2.5011,9900000000.0,9900000000.0
734,1514,1.6,7.5,2.5011,9900000000.0,9900000000.0
735,1516,1.6,6.1,2.5011,9900000000.0,9900000000.0
736,1518,1.6,7.0,2.5011,9900000000.0,9900000000.0
737,1520,1.6,7.0,2.5011,9900000000.0,9900000000.0
738,1522,1.6,6.1,2.5011,9900000000.0,9900000000.0
739,1524,1.6,6.1,2.5011,9900000000.0,9900000000.0
740,1526,1.6,6.1,2.4887,9900000000.0,9900000000.0
741,1528,1.6,6.1,2.4887,9900000000.0,9900000000.0
742,1530,1.6,8.4,2.4887,9900000000.0,9900000000.0
743,1532,1.6,5.8,2.4887,9900000000.0,9900000000.0
744,1534,1.6,8.4,2.4887,9900000000.0,9900000000.0
745,1536,1.6,7.0,2.4849,9900000000.0,9900000000.0
746,1538,1.6,8.0,2.4849,9900000000.0,9900000000.0
747,1540,1.6,8.2,2.4849,9900000000.0,9900000000.0
748,1542,1.6,6.8,2.4849,9900000000.0,9900000000.0
749,1544,1.6,8.2,2.4887,9900000000.0,9900000000.0
750,1546,1.6,7.3,2.4887,9900000000.0,9900000000.0
751,1548,1.6,7.3,2.4849,9900000000.0,9900000000.0
752,1550,1.6,6.8,2.4887,9900000000.0,9900000000.0
753,1553,1.6,6.1,2.4833,9900000000.0,9900000000.0
754,1555,1.6,6.1,2.4887,9900000000.0,9900000000.0
755,1557,1.6,6.5,2.4887,9900000000.0,9900000000.0
756,1559,1.6,8.0,2.4887,9900000000.0,9900000000.0
757,1562,1.6,6.1,2.4725,9900000000.0,9900000000.0
758,1563,1.6,6.1,2.4725,9900000000.0,9900000000.0
759,1565,1.6,6.1,2.4725,9900000000.0,9900000000.0
760,1567,1.6,6.8,2.4725,9900000000.0,9900000000.0
761,1569,1.6,6.1,2.4725,9900000000.0,9900000000.0
762,1571,1.6,6.8,2.4725,9900000000.0,9900000000.0
763,1573,1.6,6.1,2.4725,9900000000.0,9900000000.0
764,1575,1.6,7.5,2.4725,9900000000.0,9900000000.0
765,1577,1.6,7.5,2.4725,9900000000.0,9900000000.0
766,1579,1.6,6.1,2.4725,9900000000.0,9900000000.0
767,1581,1.6,6.1,2.4725,9900000000.0,9900000000.0
768,1584,1.6,8.0,2.4725,9900000000.0,9900000000.0
769,1586,1.6,6.3,2.4725,9900000000.0,9900000000.0
770,1588,1.6,8.7,2.4725,9900000000.0,9900000000.0
771,1590,1.6,6.1,2.4725,9900000000.0,9900000000.0
772,1592,1.6,6.1,2.4596,9900000000.0,9900000000.0
773,1594,1.6,5.8,2.4596,9900000000.0,9900000000.0
774,1596,1.6,8.2,2.4596,9900000000.0,9900000000.0
775,1598,1.6,7.3,2.4596,9900000000.0,9900000000.0
776,1600,1.6,8.7,2.4596,9900000000.0,9900000000.0
777,1602,1.6,6.8,2.4596,9900000000.0,9900000000.0
778,1604,1.6,6.5,2.4596,9900000000.0,9900000000.0
779,1606,1.6,8.2,2.4596,9900000000.0,9900000000.0
780,1608,1.6,6.1,2.4596,9900000000.0,9900000000.0
781,1610,1.6,7.0,2.4596,9900000000.0,9900000000.0
782,1612,1.6,8.0,2.4596,9900000000.0,9900000000.0
783,1614,1.6,6.1,2.4596,9900000000.0,9900000000.0
784,1616,1.6,6.1,2.4596,9900000000.0,9900000000.0
785,1619,1.6,7.7,2.4596,9900000000.0,9900000000.0
786,1620,1.6,7.5,2.4596,9900000000.0,9900000000.0
787,1623,1.6,7.3,2.4596,9900000000.0,9900000000.0
788,1625,1.6,7.0,2.4596,9900000000.0,9900000000.0
789,1627,1.6,7.5,2.4596,9900000000.0,9900000000.0
790,1629,1.6,7.0,2.4596,9900000000.0,9900000000.0
791,1631,1.6,7.5,2.4596,9900000000.0,9900000000.0
792,1633,1.6,7.3,2.4596,9900000000.0,9900000000.0
793,1635,1.6,8.4,2.4596,9900000000.0,9900000000.0
794,1637,1.6,8.2,2.4596,9900000000.0,9900000000.0
795,1639,1.6,7.3,2.4596,9900000000.0,9900000000.0
796,1641,1.6,7.3,2.4596,9900000000.0,9900000000.0
797,1643,1.6,6.1,2.4596,9900000000.0,9900000000.0
798,1645,1.6,7.5,2.4596,9900000000.0,9900000000.0
799,1647,1.6,6.1,2.4596,9900000000.0,9900000000.0
800,1649,1.6,6.1,2.4596,9900000000.0,9900000000.0
801,1651,1.6,7.5,2.4596,9900000000.0,9900000000.0
802,1654,1.6,7.3,2.4596,9900000000.0,9900000000.0
803,1656,1.6,7.3,2.4472,9900000000.0,9900000000.0
804,1658,1.6,8.0,2.4596,9900000000.0,9900000000.0
805,1660,1.6,7.5,2.4596,9900000000.0,9900000000.0
806,1662,1.6,7.0,2.4596,9900000000.0,9900000000.0
807,1664,1.6,8.2,2.4596,9900000000.0,9900000000.0
808,1666,1.6,6.8,2.4596,9900000000.0,9900000000.0
809,1668,1.6,8.2,2.4596,9900000000.0,9900000000.0
810,1670,1.6,7.0,2.4596,9900000000.0,9900000000.0
811,1672,1.6,7.3,2.4596,9900000000.0,9900000000.0
812,1674,1.6,7.5,2.4488,9900000000.0,9900000000.0
813,1676,1.6,6.8,2.445,9900000000.0,9900000000.0
814,1678,1.6,8.0,2.445,9900000000.0,9900000000.0
815,1680,1.6,5.4,2.445,9900000000.0,9900000000.0
816,1682,1.6,8.2,2.445,9900000000.0,9900000000.0
817,1684,1.6,6.1,2.445,9900000000.0,9900000000.0
818,1686,1.6,6.1,2.445,9900000000.0,9900000000.0
819,1688,1.6,7.3,2.445,9900000000.0,9900000000.0
820,1691,1.6,6.1,2.445,9900000000.0,9900000000.0
821,1693,1.6,6.1,2.445,9900000000.0,9900000000.0
822,1695,1.6,6.8,2.445,9900000000.0,9900000000.0
823,1697,1.6,8.2,2.445,9900000000.0,9900000000.0
824,1699,1.6,6.8,2.445,9900000000.0,9900000000.0
825,1701,1.6,7.5,2.445,9900000000.0,9900000000.0
826,1703,1.6,7.0,2.445,9900000000.0,9900000000.0
827,1705,1.6,7.3,2.445,9900000000.0,9900000000.0
828,1707,1.6,8.0,2.445,9900000000.0,9900000000.0
829,1709,1.6,6.1,2.445,9900000000.0,9900000000.0
830,1711,1.6,7.0,2.445,9900000000.0,9900000000.0
831,1713,1.6,7.5,2.445,9900000000.0,9900000000.0
832,1715,1.6,6.1,2.445,9900000000.0,9900000000.0
833,1717,1.6,8.2,2.445,9900000000.0,9900000000.0
834,1719,1.6,8.0,2.445,9900000000.0,9900000000.0
835,1721,1.6,5.4,2.445,9900000000.0,9900000000.0
836,1723,1.6,8.2,2.445,9900000000.0,9900000000.0
837,1726,1.6,6.1,2.445,9900000000.0,9900000000.0
838,1728,1.6,7.0,2.445,9900000000.0,9900000000.0
839,1730,1.6,5.4,2.445,9900000000.0,9900000000.0
840,1732,1.6,7.5,2.445,9900000000.0,9900000000.0
841,1734,1.6,7.0,2.445,9900000000.0,9900000000.0
842,1736,1.6,7.0,2.445,9900000000.0,9900000000.0
843,1738,1.6,8.2,2.445,9900000000.0,9900000000.0
844,1740,1.6,6.1,2.4326,9900000000.0,9900000000.0
845,1742,1.6,6.1,2.4326,9900000000.0,9900000000.0
846,1744,1.6,8.0,2.4326,9900000000.0,9900000000.0
847,1746,1.6,7.0,2.4326,9900000000.0,9900000000.0
848,1748,1.6,6.1,2.4326,9900000000.0,9900000000.0
849,1750,1.6,7.5,2.4326,9900000000.0,9900000000.0
850,1752,1.6,8.0,2.4326,9900000000.0,9900000000.0
851,1754,1.6,6.1,2.4326,9900000000.0,9900000000.0
852,1756,1.6,7.5,2.4326,9900000000.0,9900000000.0
853,1759,1.6,8.0,2.4326,9900000000.0,9900000000.0
854,1761,1.6,7.3,2.4326,9900000000.0,9900000000.0
855,1763,1.6,6.3,2.4326,9900000000.0,9900000000.0
856,1765,1.6,7.3,2.4326,9900000000.0,9900000000.0
857,1767,1.6,6.1,2.4326,9900000000.0,9900000000.0
858,1769,1.6,7.0,2.4326,9900000000.0,9900000000.0
859,1771,1.6,5.4,2.4326,9900000000.0,9900000000.0
860,1773,1.6,6.5,2.4326,9900000000.0,9900000000.0
861,1775,1.6,6.3,2.4326,9900000000.0,9900000000.0
862,1777,1.6,7.0,2.4326,9900000000.0,9900000000.0
863,1779,1.6,8.2,2.4326,9900000000.0,9900000000.0
864,1781,1.6,6.5,2.4326,9900000000.0,9900000000.0
865,1783,1.6,8.4,2.4326,9900000000.0,9900000000.0
866,1785,1.6,7.5,2.4326,9900000000.0,9900000000.0
867,1787,1.6,6.1,2.4326,9900000000.0,9900000000.0
868,1789,1.6,6.1,2.4326,9900000000.0,9900000000.0
869,1791,1.6,6.1,2.4326,9900000000.0,9900000000.0
870,1794,1.6,6.1,2.4326,9900000000.0,9900000000.0
871,1796,1.6,6.1,2.4326,9900000000.0,9900000000.0
872,1798,1.6,8.0,2.4326,9900000000.0,9900000000.0
873,1800,1.6,7.5,2.4326,9900000000.0,9900000000.0
874,1802,1.6,6.5,2.4326,9900000000.0,9900000000.0
875,1804,1.6,6.8,2.4326,9900000000.0,9900000000.0
876,1806,1.6,6.1,2.4326,9900000000.0,9900000000.0
877,1808,1.6,8.0,2.4326,9900000000.0,9900000000.0
878,1810,1.6,7.3,2.4326,9900000000.0,9900000000.0
879,1812,1.6,7.3,2.4197,9900000000.0,9900000000.0
880,1814,1.6,6.3,2.4197,9900000000.0,9900000000.0
881,1816,1.6,7.0,2.4197,9900000000.0,9900000000.0
882,1818,1.6,6.1,2.4197,9900000000.0,9900000000.0
883,1820,1.6,7.0,2.4326,9900000000.0,9900000000.0
884,1822,1.6,7.7,2.4472,9900000000.0,9900000000.0
885,1824,1.6,6.5,2.4472,9900000000.0,9900000000.0
886,1826,1.6,6.1,2.4596,9900000000.0,9900000000.0
887,1829,1.6,7.0,2.4725,9900000000.0,9900000000.0
